split,filename,qa1_rmse_m,qa1_inliers,qa1_total,qa1_inlier_ratio,qa1_pass,qa2_sam_deg,qa2_pass,verdict
train,Landcover-604821-3.png,inf,0,25,0.0,False,180.0,False,drop
train,Landcover-604821-4.png,inf,0,22,0.0,False,180.0,False,drop
train,Landcover-604821-6.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-605578-1.png,1.145185,535,599,0.893155,False,3.12166,True,drop
train,Landcover-605578-3.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-605578-5.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-605578-6.png,1.199899,40,47,0.851064,False,3.664366,True,drop
train,Landcover-605578-7.png,inf,0,16,0.0,False,180.0,False,drop
train,Landcover-606295-1.png,1.199723,168,175,0.96,False,1.926883,True,drop
train,Landcover-606295-4.png,1.091244,60,60,1.0,False,1.600496,True,drop
train,Landcover-606295-5.png,1.095103,491,492,0.997967,False,1.821392,True,drop
train,Landcover-606295-6.png,0.964529,65,65,1.0,False,1.710259,True,drop
train,Landcover-606295-7.png,0.842587,34,35,0.971429,False,1.483873,True,drop
train,Landcover-606295-8.png,1.103292,313,327,0.957187,False,1.776286,True,drop
train,Landcover-607672-1.png,0.779028,663,666,0.995495,False,5.061024,False,drop
train,Landcover-607672-2.png,0.764061,650,651,0.998464,False,4.841078,True,drop
train,Landcover-607672-3.png,0.794665,687,711,0.966245,False,5.035517,False,drop
train,Landcover-607672-4.png,0.830702,691,693,0.997114,False,5.059702,False,drop
train,Landcover-607672-5.png,1.009122,669,673,0.994056,False,4.829417,True,drop
train,Landcover-607672-6.png,0.908187,616,618,0.996764,False,5.045813,False,drop
train,Landcover-607672-8.png,inf,0,4,0.0,False,180.0,False,drop
train,Landcover-607741-1.png,0.737615,725,728,0.995879,True,2.475803,True,good
train,Landcover-607741-2.png,0.853811,765,770,0.993506,False,3.042368,True,drop
train,Landcover-607741-3.png,0.969947,20,21,0.952381,False,3.427599,True,drop
train,Landcover-607741-7.png,inf,0,0,0.0,False,180.0,False,drop
train,Landcover-607741-8.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-609309-1.png,0.745911,644,644,1.0,True,2.587233,True,good
train,Landcover-609309-2.png,0.851192,617,620,0.995161,False,3.234629,True,drop
train,Landcover-609918-2.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-609918-3.png,inf,0,39,0.0,False,180.0,False,drop
train,Landcover-609918-5.png,inf,0,12,0.0,False,180.0,False,drop
train,Landcover-609918-6.png,inf,0,42,0.0,False,180.0,False,drop
train,Landcover-609918-7.png,inf,0,2,0.0,False,180.0,False,drop
train,Landcover-611000-1.png,0.813417,330,381,0.866142,False,3.54743,True,drop
train,Landcover-611000-2.png,1.181206,402,451,0.891353,False,3.611851,True,drop
train,Landcover-611000-3.png,1.005591,403,427,0.943794,False,4.676376,True,drop
train,Landcover-611000-4.png,0.973907,399,431,0.925754,False,4.010001,True,drop
train,Landcover-611000-5.png,0.963733,392,436,0.899083,False,3.643607,True,drop
train,Landcover-611000-6.png,0.869755,287,330,0.869697,False,3.563725,True,drop
train,Landcover-611000-8.png,0.959654,460,492,0.934959,False,5.090406,False,drop
train,Landcover-611207-1.png,0.984464,320,321,0.996885,False,3.750636,True,drop
train,Landcover-611207-2.png,0.735371,599,601,0.996672,True,3.184206,True,good
train,Landcover-611207-3.png,0.684882,610,610,1.0,True,3.272578,True,good
train,Landcover-611207-4.png,0.718902,545,545,1.0,True,6.904711,False,drop
train,Landcover-611207-5.png,0.71582,608,608,1.0,True,3.575479,True,good
train,Landcover-611207-6.png,0.746413,620,620,1.0,True,3.12846,True,good
train,Landcover-611207-7.png,0.787262,585,585,1.0,False,5.326985,False,drop
train,Landcover-611207-8.png,0.373386,8,8,1.0,True,11.127631,False,drop
train,Landcover-611417-2.png,0.995106,312,312,1.0,False,4.253537,True,drop
train,Landcover-611417-3.png,1.159896,53,57,0.929825,False,5.104441,False,drop
train,Landcover-611417-4.png,1.142209,20,20,1.0,False,5.072215,False,drop
train,Landcover-611417-5.png,inf,0,25,0.0,False,180.0,False,drop
train,Landcover-611417-6.png,1.051526,314,338,0.928994,False,4.736908,True,drop
train,Landcover-612967-1.png,0.849364,692,699,0.989986,False,2.179097,True,drop
train,Landcover-612967-2.png,0.888308,655,668,0.980539,False,2.380158,True,drop
train,Landcover-612967-3.png,0.923873,621,625,0.9936,False,2.620375,True,drop
train,Landcover-612967-4.png,0.787443,629,631,0.99683,False,2.484326,True,drop
train,Landcover-612967-8.png,0.938864,463,485,0.954639,False,2.566215,True,drop
train,Landcover-613267-1.png,0.799738,657,659,0.996965,False,4.034595,True,drop
train,Landcover-613267-2.png,0.809141,566,583,0.97084,False,3.852653,True,drop
train,Landcover-613267-3.png,0.95202,492,492,1.0,False,4.1089,True,drop
train,Landcover-613267-4.png,0.862615,589,592,0.994932,False,4.101866,True,drop
train,Landcover-613267-7.png,inf,0,8,0.0,False,180.0,False,drop
train,Landcover-613267-8.png,0.466062,4,4,1.0,True,3.639396,True,good
train,Landcover-613328-1.png,0.792836,681,683,0.997072,False,2.281645,True,drop
train,Landcover-613328-2.png,inf,0,13,0.0,False,180.0,False,drop
train,Landcover-613328-3.png,0.923231,167,167,1.0,False,3.707533,True,drop
train,Landcover-613328-4.png,0.759493,637,637,1.0,False,2.387878,True,drop
train,Landcover-613328-6.png,inf,0,35,0.0,False,180.0,False,drop
train,Landcover-613328-7.png,0.879803,64,66,0.969697,False,3.333997,True,drop
train,Landcover-613328-8.png,inf,0,15,0.0,False,180.0,False,drop
train,Landcover-613467-1.png,0.692021,752,752,1.0,True,2.458618,True,good
train,Landcover-613467-3.png,0.714396,699,701,0.997147,True,2.605103,True,good
train,Landcover-613467-4.png,0.838456,761,766,0.993473,False,2.265929,True,drop
train,Landcover-613467-6.png,0.801539,611,621,0.983897,False,2.225759,True,drop
train,Landcover-613467-8.png,inf,0,8,0.0,False,180.0,False,drop
train,Landcover-614366-1.png,0.76481,764,764,1.0,False,2.928922,True,drop
train,Landcover-614366-2.png,0.742988,741,744,0.995968,True,2.990312,True,good
train,Landcover-614366-4.png,inf,0,3,0.0,False,180.0,False,drop
train,Landcover-614366-5.png,0.881656,15,15,1.0,False,3.002177,True,drop
train,Landcover-614366-6.png,0.733486,53,53,1.0,True,2.566856,True,good
train,Landcover-616966-1.png,0.704354,771,771,1.0,True,2.197743,True,good
train,Landcover-616966-2.png,0.657853,707,708,0.998588,True,2.155494,True,good
train,Landcover-616966-4.png,0.752533,720,721,0.998613,False,2.484013,True,drop
train,Landcover-616966-5.png,inf,0,13,0.0,False,180.0,False,drop
train,Landcover-616966-7.png,0.668038,779,779,1.0,True,2.313074,True,good
train,Landcover-616966-8.png,0.693251,766,766,1.0,True,2.124749,True,good
train,Landcover-620852-1.png,0.632397,25,25,1.0,True,2.526592,True,good
train,Landcover-620852-2.png,0.993091,120,121,0.991736,False,2.156071,True,drop
train,Landcover-620852-3.png,0.786303,12,12,1.0,False,1.959442,True,drop
train,Landcover-620852-4.png,0.901608,25,25,1.0,False,1.922539,True,drop
train,Landcover-620852-5.png,0.743234,60,60,1.0,True,1.843265,True,good
train,Landcover-620852-6.png,0.838537,23,23,1.0,False,2.005849,True,drop
train,Landcover-620852-7.png,inf,0,3,0.0,False,180.0,False,drop
train,Landcover-620852-8.png,0.63614,8,8,1.0,True,2.309583,True,good
train,Landcover-622063-1.png,1.020471,23,23,1.0,False,2.118129,True,drop
train,Landcover-622063-2.png,0.998701,29,30,0.966667,False,1.991953,True,drop
train,Landcover-622063-3.png,0.892728,46,46,1.0,False,1.984461,True,drop
train,Landcover-622063-4.png,0.877669,49,49,1.0,False,2.094633,True,drop
train,Landcover-622063-5.png,0.934588,13,13,1.0,False,2.338901,True,drop
train,Landcover-622063-6.png,0.943656,204,205,0.995122,False,2.096683,True,drop
train,Landcover-622063-7.png,0.919201,31,31,1.0,False,2.046871,True,drop
train,Landcover-622063-8.png,0.990068,49,50,0.98,False,2.028818,True,drop
train,Landcover-622782-1.png,0.940217,413,414,0.997585,False,1.856431,True,drop
train,Landcover-622782-2.png,1.312641,41,41,1.0,False,1.975103,True,drop
train,Landcover-622782-3.png,1.0033,27,28,0.964286,False,1.705348,True,drop
train,Landcover-622782-4.png,0.951445,34,36,0.944444,False,2.062338,True,drop
train,Landcover-622782-5.png,0.93932,20,20,1.0,False,2.138827,True,drop
train,Landcover-622782-6.png,0.926965,62,64,0.96875,False,1.356697,True,drop
train,Landcover-622782-7.png,0.863461,19,21,0.904762,False,2.186437,True,drop
train,Landcover-622782-8.png,1.026996,511,515,0.992233,False,1.255396,True,drop
train,Landcover-622801-1.png,0.947835,456,460,0.991304,False,2.032259,True,drop
train,Landcover-622801-2.png,0.904984,512,517,0.990329,False,2.034704,True,drop
train,Landcover-622801-3.png,0.832416,608,610,0.996721,False,2.094669,True,drop
train,Landcover-622801-4.png,1.022215,417,418,0.997608,False,1.9238,True,drop
train,Landcover-622801-5.png,0.946611,274,279,0.982079,False,2.119758,True,drop
train,Landcover-622801-6.png,0.918261,552,555,0.994595,False,1.834777,True,drop
train,Landcover-622801-7.png,0.820123,594,597,0.994975,False,1.857799,True,drop
train,Landcover-622801-8.png,0.852881,347,350,0.991429,False,2.160792,True,drop
train,Landcover-62499-1.png,0.668952,676,676,1.0,True,0.835274,True,good
train,Landcover-62499-2.png,0.673736,680,683,0.995608,True,0.808242,True,good
train,Landcover-62499-3.png,0.669689,657,657,1.0,True,0.787974,True,good
train,Landcover-62499-4.png,0.708476,672,676,0.994083,True,1.176274,True,good
train,Landcover-62499-5.png,inf,0,14,0.0,False,180.0,False,drop
train,Landcover-62499-7.png,0.683774,670,670,1.0,True,1.064385,True,good
train,Landcover-62499-8.png,0.684145,686,687,0.998544,True,0.952237,True,good
train,Landcover-625319-1.png,0.906065,790,798,0.989975,False,1.911771,True,drop
train,Landcover-625319-2.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-625319-3.png,0.864826,793,799,0.992491,False,1.411384,True,drop
train,Landcover-625319-4.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-625319-5.png,0.971258,393,404,0.972772,False,1.714212,True,drop
train,Landcover-625319-6.png,0.749143,12,13,0.923077,True,2.699321,True,good
train,Landcover-625319-7.png,0.993906,771,773,0.997413,False,1.626493,True,drop
train,Landcover-625319-8.png,0.980549,693,697,0.994261,False,1.411606,True,drop
train,Landcover-626987-1.png,0.82162,144,151,0.953642,False,1.775101,True,drop
train,Landcover-626987-2.png,0.929667,686,688,0.997093,False,1.815605,True,drop
train,Landcover-626987-3.png,1.044034,140,142,0.985915,False,1.77168,True,drop
train,Landcover-626987-4.png,0.955819,431,445,0.968539,False,1.772701,True,drop
train,Landcover-626987-5.png,1.043733,51,52,0.980769,False,1.942026,True,drop
train,Landcover-626987-6.png,0.840853,56,57,0.982456,False,1.843935,True,drop
train,Landcover-626987-7.png,0.917935,67,67,1.0,False,1.740854,True,drop
train,Landcover-626987-8.png,0.967441,516,519,0.99422,False,1.818282,True,drop
train,Landcover-629165-1.png,0.915931,666,679,0.980854,False,0.683825,True,drop
train,Landcover-629165-2.png,0.982201,24,24,1.0,False,0.677659,True,drop
train,Landcover-629165-3.png,inf,0,15,0.0,False,180.0,False,drop
train,Landcover-629165-4.png,inf,0,10,0.0,False,180.0,False,drop
train,Landcover-629165-5.png,0.972261,21,21,1.0,False,0.732187,True,drop
train,Landcover-629165-6.png,inf,0,2,0.0,False,180.0,False,drop
train,Landcover-629165-7.png,0.935883,29,29,1.0,False,0.693708,True,drop
train,Landcover-629165-8.png,0.851779,767,767,1.0,False,0.667909,True,drop
train,Landcover-632301-1.png,0.713973,713,716,0.99581,True,0.553155,True,good
train,Landcover-632301-2.png,0.811086,702,703,0.998578,False,0.56549,True,drop
train,Landcover-632301-3.png,0.830021,660,661,0.998487,False,0.587676,True,drop
train,Landcover-632301-4.png,0.804803,699,702,0.995726,False,0.601971,True,drop
train,Landcover-632301-5.png,0.732742,675,678,0.995575,True,0.557275,True,good
train,Landcover-632301-6.png,0.869932,632,641,0.985959,False,0.674772,True,drop
train,Landcover-632301-7.png,0.720344,686,703,0.975818,True,0.593643,True,good
train,Landcover-632301-8.png,0.825709,654,663,0.986425,False,0.601051,True,drop
train,Landcover-634340-1.png,0.961491,606,635,0.954331,False,0.936455,True,drop
train,Landcover-634340-2.png,0.826673,42,43,0.976744,False,0.905079,True,drop
train,Landcover-634340-3.png,1.019683,21,21,1.0,False,0.92805,True,drop
train,Landcover-634340-4.png,0.676202,55,55,1.0,True,1.01843,True,good
train,Landcover-634340-5.png,inf,0,22,0.0,False,180.0,False,drop
train,Landcover-634340-6.png,0.86051,53,53,1.0,False,1.008059,True,drop
train,Landcover-634340-7.png,inf,0,2,0.0,False,180.0,False,drop
train,Landcover-634340-8.png,0.975467,22,22,1.0,False,0.924511,True,drop
train,Landcover-635262-1.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-635262-2.png,inf,0,41,0.0,False,180.0,False,drop
train,Landcover-635262-3.png,inf,0,35,0.0,False,180.0,False,drop
train,Landcover-635262-4.png,inf,0,6,0.0,False,180.0,False,drop
train,Landcover-635262-5.png,inf,0,18,0.0,False,180.0,False,drop
train,Landcover-635262-6.png,inf,0,12,0.0,False,180.0,False,drop
train,Landcover-635262-7.png,inf,0,34,0.0,False,180.0,False,drop
train,Landcover-635262-8.png,0.786201,52,55,0.945455,False,2.795381,True,drop
train,Landcover-636175-1.png,1.093622,8,8,1.0,False,3.255388,True,drop
train,Landcover-636175-2.png,0.922722,250,256,0.976562,False,2.987006,True,drop
train,Landcover-636175-3.png,0.6638,8,8,1.0,True,3.461208,True,good
train,Landcover-636175-4.png,0.662438,13,13,1.0,True,3.242711,True,good
train,Landcover-636175-5.png,0.916215,98,100,0.98,False,3.270387,True,drop
train,Landcover-636175-6.png,0.525571,9,9,1.0,True,3.00539,True,good
train,Landcover-636175-7.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-636175-8.png,0.955063,379,388,0.976804,False,2.892914,True,drop
train,Landcover-646012-1.png,0.738622,934,935,0.99893,True,1.448688,True,good
train,Landcover-646012-2.png,0.714421,904,929,0.973089,True,1.245397,True,good
train,Landcover-646012-3.png,0.785208,850,851,0.998825,False,1.471796,True,drop
train,Landcover-646012-4.png,0.680045,899,901,0.99778,True,1.421676,True,good
train,Landcover-646012-7.png,0.701245,880,880,1.0,True,1.408386,True,good
train,Landcover-655675-1.png,inf,0,3,0.0,False,180.0,False,drop
train,Landcover-655675-2.png,inf,0,2,0.0,False,180.0,False,drop
train,Landcover-655675-3.png,inf,0,4,0.0,False,180.0,False,drop
train,Landcover-655675-4.png,inf,0,21,0.0,False,180.0,False,drop
train,Landcover-655675-5.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-655675-6.png,inf,0,2,0.0,False,180.0,False,drop
train,Landcover-655675-7.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-655675-8.png,inf,0,7,0.0,False,180.0,False,drop
train,Landcover-655933-1.png,0.833459,118,119,0.991597,False,2.111811,True,drop
train,Landcover-655933-2.png,inf,0,26,0.0,False,180.0,False,drop
train,Landcover-655933-3.png,inf,0,12,0.0,False,180.0,False,drop
train,Landcover-655933-4.png,inf,0,14,0.0,False,180.0,False,drop
train,Landcover-655933-5.png,inf,0,41,0.0,False,180.0,False,drop
train,Landcover-655933-7.png,inf,0,2,0.0,False,180.0,False,drop
train,Landcover-655933-8.png,inf,0,31,0.0,False,180.0,False,drop
train,Landcover-656948-1.png,1.069105,90,90,1.0,False,0.913932,True,drop
train,Landcover-656948-2.png,0.844045,233,236,0.987288,False,1.02447,True,drop
train,Landcover-656948-3.png,0.987986,78,79,0.987342,False,1.065747,True,drop
train,Landcover-656948-4.png,inf,0,3,0.0,False,180.0,False,drop
train,Landcover-656948-5.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-656948-6.png,0.470598,8,8,1.0,True,1.235259,True,good
train,Landcover-656948-7.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-656948-8.png,0.804311,299,307,0.973941,False,0.969623,True,drop
train,Landcover-661654-1.png,0.788553,739,740,0.998649,False,2.163565,True,drop
train,Landcover-661654-2.png,0.792605,791,795,0.994969,False,2.140316,True,drop
train,Landcover-661654-3.png,0.924213,489,493,0.991886,False,2.917369,True,drop
train,Landcover-661654-5.png,0.740117,5,5,1.0,True,2.450385,True,good
train,Landcover-661654-6.png,1.222572,67,68,0.985294,False,2.614019,True,drop
train,Landcover-661654-7.png,inf,0,20,0.0,False,180.0,False,drop
train,Landcover-661654-8.png,inf,0,3,0.0,False,180.0,False,drop
train,Landcover-662303-1.png,0.832706,757,761,0.994744,False,5.431998,False,drop
train,Landcover-662303-2.png,0.793377,744,746,0.997319,False,5.900298,False,drop
train,Landcover-662303-3.png,0.733762,780,780,1.0,True,5.628614,False,drop
train,Landcover-662303-4.png,1.074753,418,419,0.997613,False,8.047547,False,drop
train,Landcover-662303-6.png,0.822198,640,642,0.996885,False,13.453252,False,drop
train,Landcover-662303-8.png,0.764834,735,735,1.0,False,5.729019,False,drop
train,Landcover-664916-1.png,0.67645,748,749,0.998665,True,0.786007,True,good
train,Landcover-664916-2.png,0.645299,765,765,1.0,True,0.793902,True,good
train,Landcover-664916-3.png,0.660147,780,780,1.0,True,0.791598,True,good
train,Landcover-664916-4.png,0.64191,741,742,0.998652,True,0.763833,True,good
train,Landcover-664916-5.png,0.629436,773,773,1.0,True,0.799807,True,good
train,Landcover-664916-6.png,0.639681,754,755,0.998675,True,0.782547,True,good
train,Landcover-664916-7.png,0.638321,770,770,1.0,True,0.784326,True,good
train,Landcover-664916-8.png,0.661186,781,781,1.0,True,0.81387,True,good
train,Landcover-665772-1.png,0.774416,619,619,1.0,False,1.650923,True,drop
train,Landcover-665772-2.png,0.722205,608,611,0.99509,True,1.587646,True,good
train,Landcover-665772-3.png,0.713288,658,659,0.998483,True,1.504709,True,good
train,Landcover-665772-4.png,0.768416,617,618,0.998382,False,1.71309,True,drop
train,Landcover-665772-5.png,0.785292,618,621,0.995169,False,1.557279,True,drop
train,Landcover-665772-6.png,0.753678,635,635,1.0,False,1.956779,True,drop
train,Landcover-665772-7.png,0.751622,651,656,0.992378,False,1.517705,True,drop
train,Landcover-665772-8.png,0.786079,598,598,1.0,False,1.709741,True,drop
train,Landcover-672550-2.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-672550-3.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-672550-4.png,inf,0,18,0.0,False,180.0,False,drop
train,Landcover-672550-5.png,inf,0,26,0.0,False,180.0,False,drop
train,Landcover-672550-6.png,inf,0,26,0.0,False,180.0,False,drop
train,Landcover-672550-7.png,inf,0,40,0.0,False,180.0,False,drop
train,Landcover-672550-8.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-673677-1.png,0.866559,572,574,0.996516,False,1.850555,True,drop
train,Landcover-673677-2.png,0.775596,818,818,1.0,False,1.482803,True,drop
train,Landcover-673677-3.png,0.714402,752,753,0.998672,True,1.232296,True,good
train,Landcover-673677-4.png,0.834663,716,724,0.98895,False,1.248955,True,drop
train,Landcover-673677-5.png,1.024915,63,63,1.0,False,1.5995,True,drop
train,Landcover-673677-6.png,0.981376,52,53,0.981132,False,1.478434,True,drop
train,Landcover-673677-7.png,0.730478,864,869,0.994246,True,1.230404,True,good
train,Landcover-673677-8.png,0.792515,584,592,0.986486,False,1.338863,True,drop
train,Landcover-675618-1.png,inf,0,38,0.0,False,180.0,False,drop
train,Landcover-675618-2.png,1.188402,24,25,0.96,False,1.286562,True,drop
train,Landcover-675618-3.png,inf,0,12,0.0,False,180.0,False,drop
train,Landcover-675618-4.png,inf,0,21,0.0,False,180.0,False,drop
train,Landcover-675618-6.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-675618-8.png,inf,0,36,0.0,False,180.0,False,drop
train,Landcover-682065-1.png,inf,0,27,0.0,False,180.0,False,drop
train,Landcover-682065-2.png,0.905909,20,20,1.0,False,6.155278,False,drop
train,Landcover-682065-3.png,inf,0,29,0.0,False,180.0,False,drop
train,Landcover-682065-4.png,inf,0,8,0.0,False,180.0,False,drop
train,Landcover-682065-5.png,inf,0,27,0.0,False,180.0,False,drop
train,Landcover-682065-6.png,inf,0,14,0.0,False,180.0,False,drop
train,Landcover-682065-7.png,inf,0,10,0.0,False,180.0,False,drop
train,Landcover-682065-8.png,inf,0,2,0.0,False,180.0,False,drop
train,Landcover-682490-2.png,1.104911,54,54,1.0,False,6.585088,False,drop
train,Landcover-682490-5.png,1.265958,349,351,0.994302,False,6.443008,False,drop
train,Landcover-682490-6.png,inf,0,21,0.0,False,180.0,False,drop
train,Landcover-682490-8.png,inf,0,2,0.0,False,180.0,False,drop
train,Landcover-682943-1.png,inf,0,6,0.0,False,180.0,False,drop
train,Landcover-682943-2.png,inf,0,42,0.0,False,180.0,False,drop
train,Landcover-682943-3.png,inf,0,9,0.0,False,180.0,False,drop
train,Landcover-682943-4.png,inf,0,9,0.0,False,180.0,False,drop
train,Landcover-682943-5.png,inf,0,12,0.0,False,180.0,False,drop
train,Landcover-682943-6.png,inf,0,28,0.0,False,180.0,False,drop
train,Landcover-682943-7.png,inf,0,16,0.0,False,180.0,False,drop
train,Landcover-682943-8.png,inf,0,14,0.0,False,180.0,False,drop
train,Landcover-685907-1.png,0.780622,700,700,1.0,False,1.094008,True,drop
train,Landcover-685907-2.png,0.701078,725,725,1.0,True,1.118534,True,good
train,Landcover-685907-5.png,0.70849,721,721,1.0,True,1.209561,True,good
train,Landcover-685907-6.png,0.967509,49,50,0.98,False,1.56328,True,drop
train,Landcover-685907-7.png,0.694781,759,759,1.0,True,1.126509,True,good
train,Landcover-685907-8.png,0.775129,690,694,0.994236,False,1.120847,True,drop
train,Landcover-691825-1.png,0.653365,829,829,1.0,True,0.701222,True,good
train,Landcover-691825-2.png,0.696192,835,835,1.0,True,0.709117,True,good
train,Landcover-691825-3.png,0.709259,902,904,0.997788,True,0.594041,True,good
train,Landcover-691825-4.png,0.658067,845,845,1.0,True,0.727657,True,good
train,Landcover-691825-6.png,0.703277,900,902,0.997783,True,0.600425,True,good
train,Landcover-691825-7.png,0.682102,877,877,1.0,True,0.581426,True,good
train,Landcover-691825-8.png,0.695271,862,864,0.997685,True,0.693563,True,good
train,Landcover-692235-2.png,0.823226,433,434,0.997696,False,5.368789,False,drop
train,Landcover-692235-3.png,0.811294,670,670,1.0,False,5.660653,False,drop
train,Landcover-692235-4.png,1.159442,5,5,1.0,False,5.666136,False,drop
train,Landcover-692235-5.png,inf,0,13,0.0,False,180.0,False,drop
train,Landcover-692235-6.png,0.76409,678,683,0.992679,False,5.136097,False,drop
train,Landcover-692235-7.png,0.880142,605,608,0.995066,False,5.128296,False,drop
train,Landcover-692735-1.png,0.697231,639,639,1.0,True,2.768916,True,good
train,Landcover-692735-2.png,0.708346,631,635,0.993701,True,3.033515,True,good
train,Landcover-692735-3.png,1.081528,314,318,0.987421,False,3.225063,True,drop
train,Landcover-692735-5.png,inf,0,15,0.0,False,180.0,False,drop
train,Landcover-692735-6.png,0.734551,596,656,0.908537,True,2.912317,True,good
train,Landcover-692735-7.png,0.714452,616,617,0.998379,True,3.243034,True,good
train,Landcover-692735-8.png,0.741713,660,660,1.0,True,2.935674,True,good
train,Landcover-69292-1.png,0.708383,788,789,0.998733,True,2.599859,True,good
train,Landcover-69292-2.png,0.698433,766,766,1.0,True,2.444634,True,good
train,Landcover-69292-3.png,0.690968,792,793,0.998739,True,2.433566,True,good
train,Landcover-69292-4.png,0.691233,769,769,1.0,True,2.986015,True,good
train,Landcover-69292-5.png,0.692403,794,794,1.0,True,2.508157,True,good
train,Landcover-69292-6.png,0.700013,798,800,0.9975,True,2.525412,True,good
train,Landcover-69292-7.png,0.712175,819,819,1.0,True,2.627511,True,good
train,Landcover-69292-8.png,0.699462,801,801,1.0,True,2.904833,True,good
train,Landcover-693691-1.png,0.77629,675,675,1.0,False,1.635189,True,drop
train,Landcover-693691-2.png,0.739739,669,671,0.997019,True,1.13186,True,good
train,Landcover-693691-3.png,0.742268,695,695,1.0,True,1.273565,True,good
train,Landcover-693691-4.png,0.741059,666,677,0.983752,True,1.299151,True,good
train,Landcover-693691-5.png,0.768542,685,685,1.0,False,1.21916,True,drop
train,Landcover-693691-6.png,0.724141,687,687,1.0,True,1.459072,True,good
train,Landcover-693691-7.png,0.748839,678,678,1.0,True,1.226645,True,good
train,Landcover-693691-8.png,0.771416,696,696,1.0,False,1.10652,True,drop
train,Landcover-696006-1.png,0.897763,380,382,0.994764,False,2.442997,True,drop
train,Landcover-696006-2.png,0.964817,375,385,0.974026,False,2.548609,True,drop
train,Landcover-696006-3.png,0.89149,65,67,0.970149,False,2.350974,True,drop
train,Landcover-696006-4.png,1.049788,430,431,0.99768,False,2.513285,True,drop
train,Landcover-696006-5.png,0.943775,130,133,0.977444,False,1.817622,True,drop
train,Landcover-696006-6.png,1.002005,368,373,0.986595,False,2.362097,True,drop
train,Landcover-696006-7.png,0.885606,54,56,0.964286,False,2.674586,True,drop
train,Landcover-696006-8.png,0.964157,425,426,0.997653,False,2.320117,True,drop
train,Landcover-697170-1.png,0.856424,582,590,0.986441,False,0.842167,True,drop
train,Landcover-697170-2.png,0.956324,212,214,0.990654,False,1.169981,True,drop
train,Landcover-697170-3.png,0.953322,272,275,0.989091,False,1.335878,True,drop
train,Landcover-697170-4.png,0.948324,498,503,0.99006,False,0.872265,True,drop
train,Landcover-697170-5.png,1.008166,407,415,0.980723,False,0.819002,True,drop
train,Landcover-697241-1.png,0.888845,721,721,1.0,False,4.541965,True,drop
train,Landcover-697241-2.png,0.998003,661,668,0.989521,False,4.637556,True,drop
train,Landcover-697241-4.png,inf,0,5,0.0,False,180.0,False,drop
train,Landcover-697241-5.png,inf,0,3,0.0,False,180.0,False,drop
train,Landcover-697241-6.png,0.704812,4,4,1.0,True,4.960886,True,good
train,Landcover-70313-1.png,0.807935,772,774,0.997416,False,1.056219,True,drop
train,Landcover-70313-2.png,0.714501,796,797,0.998745,True,1.089718,True,good
train,Landcover-70313-3.png,0.681816,814,814,1.0,True,1.152219,True,good
train,Landcover-70313-4.png,0.770884,21,21,1.0,False,1.204081,True,drop
train,Landcover-70313-5.png,0.720164,788,788,1.0,True,1.235978,True,good
train,Landcover-70313-6.png,1.142138,494,499,0.98998,False,1.125061,True,drop
train,Landcover-70313-7.png,1.035568,143,148,0.966216,False,1.197297,True,drop
train,Landcover-70313-8.png,1.366075,9,11,0.818182,False,1.416657,True,drop
train,Landcover-710633-1.png,0.674278,773,773,1.0,True,1.066183,True,good
train,Landcover-710633-2.png,0.723907,804,805,0.998758,True,1.874417,True,good
train,Landcover-710633-3.png,0.831115,679,680,0.998529,False,1.420354,True,drop
train,Landcover-710633-4.png,0.700538,778,780,0.997436,True,1.392961,True,good
train,Landcover-710633-5.png,0.782558,738,740,0.997297,False,1.77675,True,drop
train,Landcover-710633-6.png,0.690345,775,775,1.0,True,1.612528,True,good
train,Landcover-710633-7.png,0.697571,791,791,1.0,True,1.753082,True,good
train,Landcover-710633-8.png,inf,0,7,0.0,False,180.0,False,drop
train,Landcover-710856-1.png,0.715714,689,689,1.0,True,1.843933,True,good
train,Landcover-710856-2.png,inf,0,18,0.0,False,180.0,False,drop
train,Landcover-710856-3.png,inf,0,1,0.0,False,180.0,False,drop
train,Landcover-710856-4.png,0.737367,707,707,1.0,True,1.958724,True,good
train,Landcover-710856-5.png,0.861213,77,79,0.974684,False,3.335162,True,drop
train,Landcover-710856-6.png,0.737422,662,663,0.998492,True,2.329258,True,good
