idx,tile,IPCC Class,SMOD,source,joint_class,split
922,Landcover-1670545,Forest,11,Landcover,Landcover/Forest/11,train
923,Landcover-769308,Settlement,21,Landcover,Landcover/Settlement/21,train
924,Landcover-1530223,Forest,11,Landcover,Landcover/Forest/11,train
925,Landcover-771547,Settlement,13,Landcover,Landcover/Settlement/13,train
926,Amnesty POI-22-1-2,Water,11,Amnesty,Amnesty/Water/11,train
927,UNHCR-TCDs002885,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
928,Amnesty POI-8-3-3,Forest,11,Amnesty,Amnesty/Forest/11,train
929,Landcover-768961,Settlement,30,Landcover,Landcover/Settlement/30,train
930,Landcover-257303,Grassland,11,Landcover,Landcover/Grassland/11,train
931,Landcover-399031,Other,11,Landcover,Landcover/Other/11,train
932,UNHCR-GEOs002473,Settlement,21,UNHCR,UNHCR/Settlement/21,train
933,ASMSpotter-7-2-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
934,Landcover-1005122,Other,11,Landcover,Landcover/Other/11,train
935,Landcover-772568,Settlement,30,Landcover,Landcover/Settlement/30,train
936,ASMSpotter-30-2-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
937,UNHCR-LBNs005985,Settlement,12,UNHCR,UNHCR/Settlement/12,train
938,Landcover-771612,Settlement,21,Landcover,Landcover/Settlement/21,train
939,Landcover-1125667,blank,11,Landcover,Landcover/nan/11,train
940,Landcover-773219,Settlement,30,Landcover,Landcover/Settlement/30,train
941,Landcover-775538,Settlement,22,Landcover,Landcover/Settlement/22,train
942,UNHCR-PAKs003563,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
943,Landcover-774768,Settlement,11,Landcover,Landcover/Settlement/11,train
944,Landcover-777179,Settlement,13,Landcover,Landcover/Settlement/13,train
945,Landcover-774726,Settlement,11,Landcover,Landcover/Settlement/11,train
946,Landcover-1637140,Forest,11,Landcover,Landcover/Forest/11,train
947,ASMSpotter-6-2-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
948,UNHCR-NGAs037414,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
949,Landcover-777962,Settlement,11,Landcover,Landcover/Settlement/11,train
950,UNHCR-GMBs003442,Forest,11,UNHCR,UNHCR/Forest/11,train
951,ASMSpotter-23-2-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
952,Landcover-611000,Other,11,Landcover,Landcover/Other/11,train
953,Landcover-768728,Settlement,12,Landcover,Landcover/Settlement/12,train
954,Landcover-778174,Settlement,12,Landcover,Landcover/Settlement/12,train
955,Landcover-485345,Grassland,11,Landcover,Landcover/Grassland/11,train
956,Landcover-1647053,Forest,11,Landcover,Landcover/Forest/11,train
957,Amnesty POI-17-2-1,Forest,11,Amnesty,Amnesty/Forest/11,train
958,Landcover-777654,Settlement,21,Landcover,Landcover/Settlement/21,train
959,Landcover-777475,Settlement,23,Landcover,Landcover/Settlement/23,train
960,Landcover-717636,Other,11,Landcover,Landcover/Other/11,train
961,ASMSpotter-35-1-2,Wetland,11,ASMSpotter,ASMSpotter/Wetland/11,train
962,Landcover-770267,Settlement,21,Landcover,Landcover/Settlement/21,train
963,Landcover-776133,Settlement,23,Landcover,Landcover/Settlement/23,train
964,Landcover-770330,Settlement,23,Landcover,Landcover/Settlement/23,train
965,Landcover-773516,Settlement,21,Landcover,Landcover/Settlement/21,train
966,Landcover-770940,Settlement,21,Landcover,Landcover/Settlement/21,train
967,Landcover-776332,Settlement,22,Landcover,Landcover/Settlement/22,train
968,UNHCR-NGAs037524,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
969,UNHCR-LBNs006384,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
970,Landcover-771344,Settlement,30,Landcover,Landcover/Settlement/30,train
971,Landcover-772908,Settlement,23,Landcover,Landcover/Settlement/23,train
972,Landcover-778723,Settlement,30,Landcover,Landcover/Settlement/30,train
973,Landcover-1537543,Forest,11,Landcover,Landcover/Forest/11,train
974,Landcover-1193948,blank,11,Landcover,Landcover/nan/11,train
975,UNHCR-CODs002391,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
976,Landcover-770920,Settlement,21,Landcover,Landcover/Settlement/21,train
977,UNHCR-YEMs004679,Other,11,UNHCR,UNHCR/Other/11,train
978,ASMSpotter-21-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
979,Landcover-1051941,Other,11,Landcover,Landcover/Other/11,train
980,UNHCR-IRQs035273,Other,11,UNHCR,UNHCR/Other/11,train
981,Landcover-778717,Settlement,11,Landcover,Landcover/Settlement/11,train
982,ASMSpotter-33-2-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
983,Landcover-147767,Forest,11,Landcover,Landcover/Forest/11,train
984,Landcover-510797,Grassland,11,Landcover,Landcover/Grassland/11,train
985,UNHCR-NGAs035876,Settlement,11,UNHCR,UNHCR/Settlement/11,train
986,Landcover-682065,Other,11,Landcover,Landcover/Other/11,train
987,Landcover-769948,Settlement,30,Landcover,Landcover/Settlement/30,train
988,UNHCR-AGOs003823,Settlement,30,UNHCR,UNHCR/Settlement/30,train
989,UNHCR-COGs002978,Water,10,UNHCR,UNHCR/Water/10,train
990,Landcover-775683,Settlement,13,Landcover,Landcover/Settlement/13,train
991,UNHCR-COLs003235,Settlement,30,UNHCR,UNHCR/Settlement/30,train
992,Landcover-772240,Settlement,30,Landcover,Landcover/Settlement/30,train
993,UNHCR-NGAs036612,Settlement,30,UNHCR,UNHCR/Settlement/30,train
994,Landcover-777013,Settlement,30,Landcover,Landcover/Settlement/30,train
995,Landcover-726326,Other,11,Landcover,Landcover/Other/11,train
996,UNHCR-IRQs035095,Other,30,UNHCR,UNHCR/Other/30,train
997,UNHCR-BFAs004502,Grassland,11,UNHCR,UNHCR/Grassland/11,train
998,UNHCR-NGAs036333,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
999,Landcover-139312,Forest,11,Landcover,Landcover/Forest/11,train
1000,Landcover-1329144,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1001,Landcover-773682,Settlement,30,Landcover,Landcover/Settlement/30,train
1002,Landcover-1245521,blank,11,Landcover,Landcover/nan/11,train
1003,Landcover-251703,Grassland,11,Landcover,Landcover/Grassland/11,train
1004,Landcover-776224,Settlement,11,Landcover,Landcover/Settlement/11,train
1005,Landcover-972287,Other,11,Landcover,Landcover/Other/11,train
1006,Landcover-774413,Settlement,23,Landcover,Landcover/Settlement/23,train
1007,Landcover-777893,Settlement,13,Landcover,Landcover/Settlement/13,train
1008,Landcover-604821,Other,11,Landcover,Landcover/Other/11,train
1009,Landcover-774999,Settlement,23,Landcover,Landcover/Settlement/23,train
1010,Landcover-776430,Settlement,12,Landcover,Landcover/Settlement/12,train
1011,ASMSpotter-12-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1012,Landcover-778168,Settlement,21,Landcover,Landcover/Settlement/21,train
1013,ASMSpotter-19-2-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1014,Landcover-769227,Settlement,30,Landcover,Landcover/Settlement/30,train
1015,UNHCR-COGs031854,Agriculture,30,UNHCR,UNHCR/Agriculture/30,train
1016,UNHCR-TURs005204,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1017,Landcover-1595976,Forest,13,Landcover,Landcover/Forest/13,train
1018,Amnesty POI-10-1-3,Forest,11,Amnesty,Amnesty/Forest/11,train
1019,Landcover-769902,Settlement,30,Landcover,Landcover/Settlement/30,train
1020,Landcover-1579267,Forest,11,Landcover,Landcover/Forest/11,train
1021,Landcover-322020,Other,11,Landcover,Landcover/Other/11,train
1022,ASMSpotter-7-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1023,Landcover-1463609,Forest,11,Landcover,Landcover/Forest/11,train
1024,Landcover-771425,Settlement,30,Landcover,Landcover/Settlement/30,train
1025,Landcover-730227,Other,11,Landcover,Landcover/Other/11,train
1026,Landcover-771593,Settlement,23,Landcover,Landcover/Settlement/23,train
1027,Landcover-769210,Settlement,12,Landcover,Landcover/Settlement/12,train
1028,Landcover-263127,Grassland,11,Landcover,Landcover/Grassland/11,train
1029,UNHCR-NGAs037147,Agriculture,12,UNHCR,UNHCR/Agriculture/12,train
1030,Landcover-776143,Settlement,23,Landcover,Landcover/Settlement/23,train
1031,Landcover-806708,Agriculture,13,Landcover,Landcover/Agriculture/13,train
1032,Landcover-1318737,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1033,Landcover-775942,Settlement,11,Landcover,Landcover/Settlement/11,train
1034,Landcover-1370395,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1035,UNHCR-INDs003288,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1036,UNHCR-NGAs035779,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1037,Landcover-774014,Settlement,11,Landcover,Landcover/Settlement/11,train
1038,Landcover-726269,Other,11,Landcover,Landcover/Other/11,train
1039,Landcover-775048,Settlement,13,Landcover,Landcover/Settlement/13,train
1040,UNHCR-TCDs028464,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1041,Landcover-773239,Settlement,12,Landcover,Landcover/Settlement/12,train
1042,Landcover-836934,Other,11,Landcover,Landcover/Other/11,train
1043,Landcover-769092,Settlement,12,Landcover,Landcover/Settlement/12,train
1044,Landcover-1633929,Forest,11,Landcover,Landcover/Forest/11,train
1045,Landcover-773504,Settlement,30,Landcover,Landcover/Settlement/30,train
1046,Landcover-771200,Settlement,21,Landcover,Landcover/Settlement/21,train
1047,UNHCR-NGAs037338,Grassland,11,UNHCR,UNHCR/Grassland/11,train
1048,UNHCR-MMRs035438,Agriculture,10,UNHCR,UNHCR/Agriculture/10,train
1049,Landcover-1363564,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1050,UNHCR-NGAs036752,Settlement,11,UNHCR,UNHCR/Settlement/11,train
1051,UNHCR-SDNs015602,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1052,Amnesty POI-19-1-3,Settlement,30,Amnesty,Amnesty/Settlement/30,train
1053,UNHCR-NGAs035526,Settlement,13,UNHCR,UNHCR/Settlement/13,train
1054,Landcover-968340,Other,11,Landcover,Landcover/Other/11,train
1055,Landcover-1611190,Forest,11,Landcover,Landcover/Forest/11,train
1056,Landcover-775912,Settlement,22,Landcover,Landcover/Settlement/22,train
1057,UNHCR-ZWEs002079,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1058,Landcover-775177,Settlement,12,Landcover,Landcover/Settlement/12,train
1059,Landcover-770580,Settlement,13,Landcover,Landcover/Settlement/13,train
1060,Landcover-778167,Settlement,12,Landcover,Landcover/Settlement/12,train
1061,Amnesty POI-8-1-1,Forest,11,Amnesty,Amnesty/Forest/11,train
1062,Landcover-772514,Settlement,11,Landcover,Landcover/Settlement/11,train
1063,Landcover-776752,Settlement,30,Landcover,Landcover/Settlement/30,train
1064,Landcover-773959,Settlement,21,Landcover,Landcover/Settlement/21,train
1065,Landcover-771636,Settlement,21,Landcover,Landcover/Settlement/21,train
1066,Landcover-1109896,blank,11,Landcover,Landcover/nan/11,train
1067,UNHCR-MLIs003311,Other,12,UNHCR,UNHCR/Other/12,train
1068,UNHCR-MMRs035173,Water,11,UNHCR,UNHCR/Water/11,train
1069,Landcover-1755129,Forest,11,Landcover,Landcover/Forest/11,train
1070,UNHCR-SYRs001513,Other,11,UNHCR,UNHCR/Other/11,train
1071,UNHCR-NGAs036753,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1072,UNHCR-IRQs035122,Other,11,UNHCR,UNHCR/Other/11,train
1073,Landcover-776993,Settlement,21,Landcover,Landcover/Settlement/21,train
1074,Landcover-774519,Settlement,23,Landcover,Landcover/Settlement/23,train
1075,ASMSpotter-13-2-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1076,Landcover-1637836,Forest,11,Landcover,Landcover/Forest/11,train
1077,Landcover-936894,Other,11,Landcover,Landcover/Other/11,train
1078,UNHCR-SOMs027680,Other,11,UNHCR,UNHCR/Other/11,train
1079,Landcover-769715,Settlement,21,Landcover,Landcover/Settlement/21,train
1080,UNHCR-GNBs001053,Forest,11,UNHCR,UNHCR/Forest/11,train
1081,UNHCR-GEOs002467,Forest,13,UNHCR,UNHCR/Forest/13,train
1082,Landcover-1712318,Forest,11,Landcover,Landcover/Forest/11,train
1083,Landcover-1055616,Other,11,Landcover,Landcover/Other/11,train
1084,Landcover-777175,Settlement,23,Landcover,Landcover/Settlement/23,train
1085,UNHCR-IRQs003277,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1086,Landcover-769614,Settlement,30,Landcover,Landcover/Settlement/30,train
1087,Landcover-778756,Settlement,22,Landcover,Landcover/Settlement/22,train
1088,UNHCR-NAMs015386,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1089,Landcover-777536,Settlement,10,Landcover,Landcover/Settlement/10,train
1090,Landcover-768847,Settlement,21,Landcover,Landcover/Settlement/21,train
1091,Landcover-606295,Other,10,Landcover,Landcover/Other/10,train
1092,UNHCR-ROUs080013,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1093,Landcover-772390,Settlement,30,Landcover,Landcover/Settlement/30,train
1094,UNHCR-SDNs015644,Agriculture,13,UNHCR,UNHCR/Agriculture/13,train
1095,Landcover-777876,Settlement,30,Landcover,Landcover/Settlement/30,train
1096,Landcover-778157,Settlement,12,Landcover,Landcover/Settlement/12,train
1097,Landcover-1235759,blank,10,Landcover,Landcover/nan/10,train
1098,Landcover-710633,Other,11,Landcover,Landcover/Other/11,train
1099,Landcover-1082059,Water,11,Landcover,Landcover/Water/11,train
1100,Landcover-772076,Settlement,30,Landcover,Landcover/Settlement/30,train
1101,Landcover-774485,Settlement,30,Landcover,Landcover/Settlement/30,train
1102,Landcover-415038,Other,11,Landcover,Landcover/Other/11,train
1103,Landcover-1690489,Forest,11,Landcover,Landcover/Forest/11,train
1104,UNHCR-TURs003410,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1105,UNHCR-NGAs037571,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1106,Landcover-773360,Settlement,11,Landcover,Landcover/Settlement/11,train
1107,Landcover-1880212,Forest,11,Landcover,Landcover/Forest/11,train
1108,Landcover-32416,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1109,Landcover-774662,Settlement,11,Landcover,Landcover/Settlement/11,train
1110,Landcover-777269,Settlement,21,Landcover,Landcover/Settlement/21,train
1111,Landcover-424465,Other,11,Landcover,Landcover/Other/11,train
1112,Landcover-552630,Grassland,11,Landcover,Landcover/Grassland/11,train
1113,UNHCR-CMRs016504,Forest,11,UNHCR,UNHCR/Forest/11,train
1114,Amnesty POI-4-2-1,Settlement,30,Amnesty,Amnesty/Settlement/30,train
1115,UNHCR-THAs001547,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1116,Landcover-264847,Agriculture,13,Landcover,Landcover/Agriculture/13,train
1117,Landcover-1054340,Other,11,Landcover,Landcover/Other/11,train
1118,ASMSpotter-12-2-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1119,UNHCR-MMRs035345,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1120,Landcover-776106,Settlement,13,Landcover,Landcover/Settlement/13,train
1121,UNHCR-SOMs027760,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1122,Landcover-769259,Settlement,22,Landcover,Landcover/Settlement/22,train
1123,UNHCR-LBNs005845,Grassland,11,UNHCR,UNHCR/Grassland/11,train
1124,Landcover-1845463,Forest,11,Landcover,Landcover/Forest/11,train
1125,Landcover-774047,Settlement,30,Landcover,Landcover/Settlement/30,train
1126,Landcover-410825,Other,11,Landcover,Landcover/Other/11,train
1127,Landcover-892146,Other,11,Landcover,Landcover/Other/11,train
1128,UNHCR-NGAs037248,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1129,Landcover-776275,Settlement,12,Landcover,Landcover/Settlement/12,train
1130,Landcover-1409794,Forest,11,Landcover,Landcover/Forest/11,train
1131,UNHCR-CAFs033270,Forest,12,UNHCR,UNHCR/Forest/12,train
1132,UNHCR-GMBs003273,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1133,Landcover-433623,Other,11,Landcover,Landcover/Other/11,train
1134,Landcover-770165,Settlement,30,Landcover,Landcover/Settlement/30,train
1135,Landcover-774896,Settlement,30,Landcover,Landcover/Settlement/30,train
1136,Landcover-771787,Settlement,10,Landcover,Landcover/Settlement/10,train
1137,UNHCR-NERs009694,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1138,Landcover-313560,Other,11,Landcover,Landcover/Other/11,train
1139,Landcover-773900,Settlement,30,Landcover,Landcover/Settlement/30,train
1140,UNHCR-HRVs003027,Settlement,21,UNHCR,UNHCR/Settlement/21,train
1141,Landcover-243237,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1142,Landcover-778102,Settlement,11,Landcover,Landcover/Settlement/11,train
1143,Landcover-773662,Settlement,12,Landcover,Landcover/Settlement/12,train
1144,UNHCR-GMBs003298,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1145,Landcover-1103713,Water,10,Landcover,Landcover/Water/10,train
1146,Landcover-775617,Settlement,12,Landcover,Landcover/Settlement/12,train
1147,Landcover-595605,Grassland,11,Landcover,Landcover/Grassland/11,train
1148,Landcover-70313,Agriculture,12,Landcover,Landcover/Agriculture/12,train
1149,Landcover-776824,Settlement,23,Landcover,Landcover/Settlement/23,train
1150,Landcover-31042,Agriculture,12,Landcover,Landcover/Agriculture/12,train
1151,Landcover-1043012,Other,11,Landcover,Landcover/Other/11,train
1152,UNHCR-HUNs002669,Settlement,21,UNHCR,UNHCR/Settlement/21,train
1153,Landcover-771145,Settlement,21,Landcover,Landcover/Settlement/21,train
1154,UNHCR-NGAs035455,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1155,Landcover-772634,Settlement,30,Landcover,Landcover/Settlement/30,train
1156,UNHCR-AZEs003151,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1157,Landcover-771531,Settlement,12,Landcover,Landcover/Settlement/12,train
1158,Landcover-772167,Settlement,21,Landcover,Landcover/Settlement/21,train
1159,Landcover-778523,Settlement,30,Landcover,Landcover/Settlement/30,train
1160,UNHCR-NGAs037377,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1161,Landcover-775426,Settlement,23,Landcover,Landcover/Settlement/23,train
1162,UNHCR-NGAs036602,Forest,11,UNHCR,UNHCR/Forest/11,train
1163,Landcover-431158,Other,11,Landcover,Landcover/Other/11,train
1164,Landcover-827855,Other,11,Landcover,Landcover/Other/11,train
1165,UNHCR-SSDs008854,Forest,11,UNHCR,UNHCR/Forest/11,train
1166,Landcover-773334,Settlement,23,Landcover,Landcover/Settlement/23,train
1167,UNHCR-TURs004191,Agriculture,21,UNHCR,UNHCR/Agriculture/21,train
1168,Landcover-776780,Settlement,21,Landcover,Landcover/Settlement/21,train
1169,ASMSpotter-16-2-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1170,Landcover-480432,Grassland,11,Landcover,Landcover/Grassland/11,train
1171,Landcover-1696774,Forest,11,Landcover,Landcover/Forest/11,train
1172,UNHCR-COGs002972,Water,11,UNHCR,UNHCR/Water/11,train
1173,UNHCR-CMRs009622,Forest,11,UNHCR,UNHCR/Forest/11,train
1174,Amnesty POI-10-3-2,Forest,11,Amnesty,Amnesty/Forest/11,train
1175,Landcover-770886,Settlement,30,Landcover,Landcover/Settlement/30,train
1176,ASMSpotter-10-1-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1177,Landcover-755325,Wetland,11,Landcover,Landcover/Wetland/11,train
1178,Landcover-1144627,blank,11,Landcover,Landcover/nan/11,train
1179,Landcover-768762,Settlement,21,Landcover,Landcover/Settlement/21,train
1180,Landcover-384763,Other,11,Landcover,Landcover/Other/11,train
1181,Landcover-774319,Settlement,23,Landcover,Landcover/Settlement/23,train
1182,Landcover-777350,Settlement,21,Landcover,Landcover/Settlement/21,train
1183,Landcover-773556,Settlement,13,Landcover,Landcover/Settlement/13,train
1184,Landcover-936484,Other,11,Landcover,Landcover/Other/11,train
1185,Landcover-769031,Settlement,23,Landcover,Landcover/Settlement/23,train
1186,Landcover-769514,Settlement,30,Landcover,Landcover/Settlement/30,train
1187,Landcover-1793613,Forest,10,Landcover,Landcover/Forest/10,train
1188,Landcover-777239,Settlement,23,Landcover,Landcover/Settlement/23,train
1189,Landcover-771799,Settlement,23,Landcover,Landcover/Settlement/23,train
1190,ASMSpotter-18-2-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1191,Landcover-774179,Settlement,12,Landcover,Landcover/Settlement/12,train
1192,Landcover-776965,Settlement,13,Landcover,Landcover/Settlement/13,train
1193,UNHCR-LBNs005778,Other,12,UNHCR,UNHCR/Other/12,train
1194,Landcover-739646,Forest,11,Landcover,Landcover/Forest/11,train
1195,UNHCR-TURs005186,Agriculture,30,UNHCR,UNHCR/Agriculture/30,train
1196,UNHCR-NGAs036958,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1197,ASMSpotter-33-2-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1198,Landcover-773692,Settlement,12,Landcover,Landcover/Settlement/12,train
1199,UNHCR-NGAs036822,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1200,Landcover-776321,Settlement,11,Landcover,Landcover/Settlement/11,train
1201,Landcover-775796,Settlement,11,Landcover,Landcover/Settlement/11,train
1202,ASMSpotter-31-2-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1203,Landcover-1370300,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1204,Landcover-776989,Settlement,30,Landcover,Landcover/Settlement/30,train
1205,Landcover-775383,Settlement,12,Landcover,Landcover/Settlement/12,train
1206,Landcover-1638131,Forest,11,Landcover,Landcover/Forest/11,train
1207,Landcover-769096,Settlement,21,Landcover,Landcover/Settlement/21,train
1208,Landcover-773043,Settlement,13,Landcover,Landcover/Settlement/13,train
1209,Landcover-769567,Settlement,13,Landcover,Landcover/Settlement/13,train
1210,Landcover-620852,Other,11,Landcover,Landcover/Other/11,train
1211,UNHCR-CMRs032267,Forest,11,UNHCR,UNHCR/Forest/11,train
1212,Landcover-1110216,blank,11,Landcover,Landcover/nan/11,train
1213,Landcover-770391,Settlement,11,Landcover,Landcover/Settlement/11,train
1214,UNHCR-GRCs035283,Agriculture,13,UNHCR,UNHCR/Agriculture/13,train
1215,UNHCR-SSDs025861,Other,11,UNHCR,UNHCR/Other/11,train
1216,Landcover-775707,Settlement,12,Landcover,Landcover/Settlement/12,train
1217,Amnesty POI-4-1-1,Settlement,30,Amnesty,Amnesty/Settlement/30,train
1218,Amnesty POI-6-1-3,Grassland,21,Amnesty,Amnesty/Grassland/21,train
1219,Landcover-778407,Settlement,30,Landcover,Landcover/Settlement/30,train
1220,Landcover-774200,Settlement,11,Landcover,Landcover/Settlement/11,train
1221,Landcover-777916,Settlement,23,Landcover,Landcover/Settlement/23,train
1222,Landcover-778349,Settlement,22,Landcover,Landcover/Settlement/22,train
1223,UNHCR-PNGs003127,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1224,Landcover-771857,Settlement,11,Landcover,Landcover/Settlement/11,train
1225,Landcover-775262,Settlement,11,Landcover,Landcover/Settlement/11,train
1226,UNHCR-COGs031852,Water,11,UNHCR,UNHCR/Water/11,train
1227,UNHCR-TURs003394,Settlement,30,UNHCR,UNHCR/Settlement/30,train
1228,ASMSpotter-34-2-3,Wetland,11,ASMSpotter,ASMSpotter/Wetland/11,train
1229,UNHCR-MMRs032392,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1230,Landcover-769991,Settlement,30,Landcover,Landcover/Settlement/30,train
1231,Landcover-934632,Other,11,Landcover,Landcover/Other/11,train
1232,ASMSpotter-11-1-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1233,Landcover-773821,Settlement,21,Landcover,Landcover/Settlement/21,train
1234,Landcover-806052,Agriculture,12,Landcover,Landcover/Agriculture/12,train
1235,Landcover-771435,Settlement,21,Landcover,Landcover/Settlement/21,train
1236,Landcover-1294842,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1237,Amnesty POI-4-3-2,Settlement,30,Amnesty,Amnesty/Settlement/30,train
1238,ASMSpotter-13-1-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1239,Landcover-776480,Settlement,23,Landcover,Landcover/Settlement/23,train
1240,Landcover-771419,Settlement,23,Landcover,Landcover/Settlement/23,train
1241,Landcover-771497,Settlement,30,Landcover,Landcover/Settlement/30,train
1242,Landcover-1174386,blank,11,Landcover,Landcover/nan/11,train
1243,Landcover-1792913,Forest,11,Landcover,Landcover/Forest/11,train
1244,Landcover-775168,Settlement,10,Landcover,Landcover/Settlement/10,train
1245,UNHCR-MMRs032322,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1246,Landcover-775055,Settlement,30,Landcover,Landcover/Settlement/30,train
1247,UNHCR-NERs009590,Grassland,11,UNHCR,UNHCR/Grassland/11,train
1248,ASMSpotter-11-3-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1249,Landcover-770236,Settlement,23,Landcover,Landcover/Settlement/23,train
1250,Landcover-778552,Settlement,12,Landcover,Landcover/Settlement/12,train
1251,Landcover-740664,Forest,11,Landcover,Landcover/Forest/11,train
1252,ASMSpotter-6-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1253,Landcover-26152,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1254,Landcover-775685,Settlement,10,Landcover,Landcover/Settlement/10,train
1255,Landcover-793085,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1256,Landcover-775562,Settlement,30,Landcover,Landcover/Settlement/30,train
1257,UNHCR-BFAs004631,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1258,UNHCR-NGAs037221,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1259,ASMSpotter-28-1-3,Grassland,11,ASMSpotter,ASMSpotter/Grassland/11,train
1260,Landcover-1634113,Forest,11,Landcover,Landcover/Forest/11,train
1261,UNHCR-BFAs004224,Grassland,11,UNHCR,UNHCR/Grassland/11,train
1262,Landcover-777624,Settlement,30,Landcover,Landcover/Settlement/30,train
1263,Landcover-772105,Settlement,30,Landcover,Landcover/Settlement/30,train
1264,Landcover-776992,Settlement,23,Landcover,Landcover/Settlement/23,train
1265,Landcover-727236,Other,11,Landcover,Landcover/Other/11,train
1266,ASMSpotter-22-3-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1267,Landcover-777857,Settlement,11,Landcover,Landcover/Settlement/11,train
1268,Landcover-1115285,blank,11,Landcover,Landcover/nan/11,train
1269,ASMSpotter-8-2-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1270,UNHCR-UGAs004663,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1271,ASMSpotter-39-1-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
1272,Landcover-775635,Settlement,11,Landcover,Landcover/Settlement/11,train
1273,Amnesty POI-13-1-3,Grassland,30,Amnesty,Amnesty/Grassland/30,train
1274,Landcover-1745317,Forest,11,Landcover,Landcover/Forest/11,train
1275,Landcover-201896,Agriculture,11,Landcover,Landcover/Agriculture/11,train
1276,UNHCR-NERs009664,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
1277,Landcover-777527,Settlement,10,Landcover,Landcover/Settlement/10,train
1278,Landcover-775473,Settlement,30,Landcover,Landcover/Settlement/30,train
1279,Landcover-1119525,blank,11,Landcover,Landcover/nan/11,train
1280,Landcover-1220068,blank,11,Landcover,Landcover/nan/11,train
